ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6400
ITEM: BOX BOUNDS ss pp pp
-9.7926982851326834e+00 3.6894730484111182e+02
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
819 0.943037 2.11322 3.81681
821 0.405962 -0.972512 -2.16485
817 0.984972 -2.64231 -2.82031
822 -1.20651 -0.617947 -2.51443
820 1.63361 0.630794 0.713646
883 0.796446 2.68163 0.830033
885 2.51319 -1.74713 -0.256424
881 3.99817 -0.424774 1.30137
818 1.7929 0.552268 -0.288434
836 1.91264 0.884106 0.173043
901 1.02135 0.181519 5.71297
884 2.68089 -3.40236 -0.0511089
886 1.7781 1.68172 -2.02352
947 2.74584 2.89942 0.0675
949 -0.397516 1.68121 -2.61126
945 3.14762 2.45278 -3.14406
882 0.144952 5.15152 -2.15697
900 -1.51391 3.15695 -1.24696
965 0.84602 0.764389 -0.78844
961 -2.0371 -1.26043 -1.34421
950 1.54343 -1.33804 -2.98451
948 -1.49509 1.68082 -1.52497
946 5.42227 1.33764 1.70115
1011 0.187714 -0.991488 -1.34082
1013 3.38681 1.28468 -2.11772
1012 1.61194 -2.34729 0.0739105
1029 -0.245882 4.61565 3.31293
1014 2.20925 0.820462 -3.50425
1075 1.29032 1.90193 0.765413
1077 -1.07904 1.0414 2.34149
1073 8.14608 -0.659534 0.384803
1010 -0.117125 2.85994 3.29258
1076 -2.36228 0.86594 0.0276749
1078 -0.359287 3.07923 2.89535
1074 0.395876 -3.49267 -0.160822
1093 -4.02115 -0.286844 1.78632
1139 5.99994 -0.669665 -1.08724
1141 2.1586 -0.914142 0.585369
1140 0.25606 -2.34296 -4.35522
1142 -1.77467 -1.12855 -3.54129
1156 2.37772 -2.12096 -1.95463
1203 -2.40553 3.80121 -0.422543
1205 0.379562 2.26004 -0.555313
1201 3.47631 -1.68666 1.10714
1204 -0.947066 -2.57853 -2.58535
1206 0.46027 2.24413 -1.92154
1202 0.857754 -0.831168 -1.69267
1221 -1.36825 0.480619 0.325847
1220 -1.72456 1.37289 -0.770062
1267 0.209433 -2.05028 -0.822608
1269 4.38351 -2.59963 0.262364
1265 2.62039 1.46378 1.25964
1268 -0.79089 1.22305 3.16069
1270 -2.41546 -0.592423 1.77076
1266 4.39447 -1.48406 2.09137
1285 0.366408 -2.00679 -1.32376
1331 1.61605 -0.862866 -2.16582
1333 -0.93155 -0.393862 -0.429785
1329 3.07759 -0.321304 2.37505
1332 -0.249073 1.09336 0.128085
1334 -2.30571 -0.00574956 0.635801
1330 0.1465 -1.84346 1.06603
1395 0.879765 1.88655 -0.420733
1397 0.51454 -0.768773 -0.0166602
1393 0.528225 -0.945203 3.16218
1396 -2.69324 4.10507 -0.315209
1398 0.288531 -1.49696 1.58983
1394 -1.60727 -1.9962 0.457164
1459 -0.515836 -1.40393 -0.213238
1461 1.3386 0.938352 0.854178
1457 0.523151 1.62257 -3.28798
1460 2.84408 -0.646489 0.180281
1462 1.4982 2.75147 -1.55178
1458 1.73007 -0.11489 2.02934
1525 -2.21557 -0.475384 0.845717
1523 0.707234 -2.92379 -2.55794
1524 2.85682 1.31167 -1.39782
1526 3.39446 -1.89213 0.107976
1521 0.092317 4.61053 0.118913
1522 1.53578 3.73984 -0.816863
1587 3.99407 -2.80319 0.572986
1589 0.415236 5.01546 -0.886065
1588 2.60654 -2.86205 -0.218593
1590 1.32033 -1.76272 1.06903
1585 1.65898 -3.43195 0.659578
1586 4.89785 1.67757 -1.6259
1651 1.52728 0.601023 1.04786
1653 2.07276 -1.71903 -0.533325
1649 1.33403 -2.44334 -2.49836
1652 1.89795 3.72409 3.23498
1654 -0.0328979 -1.25556 -1.57618
1650 0.400618 -3.71533 -0.326812
1715 1.86566 2.85205 1.542
1717 0.0773333 -1.97757 5.07098
1716 2.85383 -0.946672 -0.84325
1718 -2.23711 -2.50119 -1.07355
1713 2.216 -0.368373 -1.09249
1714 1.28912 -0.329996 -7.85263
1779 1.29397 -0.554204 2.45715
1781 -0.60406 -1.0138 0.115073
1777 3.36928 0.396305 0.403492
1780 3.39013 -1.37237 -2.47352
1782 -0.332176 -4.15686 -3.19466
1778 -1.20391 -2.34629 0.823199
1843 0.221388 1.33143 2.71918
1845 -4.03699 -1.25861 -1.29817
1841 0.791635 0.909529 -1.26791
1844 2.34065 -1.05044 -1.05907
1846 -0.0673125 2.26809 3.5791
1842 -1.29016 -0.588383 -0.864189
1907 0.527114 3.40634 -3.01759
1909 6.58155 -0.066581 -0.768635
1908 1.97384 0.0240978 1.73053
1910 2.4824 -1.17618 1.19668
1971 3.43409 0.631906 -1.97096
1973 -0.284433 0.948455 2.99546
1905 0.98392 1.15119 2.15188
1906 2.19904 3.62615 -3.15169
1974 3.50574 2.04423 -0.933419
1972 0.72694 -0.910865 -1.95228
2035 -5.29744 -1.28507 0.863988
2037 0.651214 1.22645 0.646929
1969 0.45842 2.56493 1.95898
1970 4.48168 -0.466666 -0.342276
2033 3.86182 -4.05436 -4.47811
2038 4.19539 -1.63785 -0.09289
2036 0.167269 -3.84835 -0.499973
2099 0.81163 -2.50447 -1.16203
2101 -1.19018 -1.78123 -3.76432
2034 1.84986 0.869991 -2.04269
2097 3.19948 -1.8212 -0.326316
2100 3.44443 0.847218 0.345972
2102 2.30726 -1.95918 0.597631
2163 3.19689 0.655989 0.860481
2165 3.70731 -1.10502 -2.28614
2161 3.43141 0.54248 -3.38048
2098 0.89702 3.83842 0.301871
2164 -0.241247 -0.0123497 0.435901
2166 -3.04399 0.269531 -3.44865
2227 0.475407 -2.81241 -0.953468
2229 3.5602 -0.894429 -2.69009
2162 2.33754 1.05688 -0.0956252
2230 -2.47944 2.92445 -2.57824
2228 0.60138 0.155113 0.956312
2291 2.07845 1.70991 -3.0318
2293 0.773943 3.35411 -0.113375
2294 1.48928 0.619232 -2.14256
2292 0.689002 0.567434 0.953879
2355 2.02778 1.29155 -0.965878
2357 2.34616 1.55056 3.01557
2353 0.808409 -2.9386 -1.00374
2356 -0.0610321 -3.57726 0.469674
2358 -2.51317 2.29112 2.5104
2419 1.17655 0.101726 1.38538
2421 -0.457416 -3.94555 -0.420237
2420 2.62238 -0.875354 -1.0628
2422 6.83114 2.3864 0.981199
2483 1.91359 0.166275 -0.626736
2485 2.10139 -0.758547 1.31173
2484 1.3278 1.70548 -4.52233
2486 0.887483 -2.88997 2.60569
2547 -1.07455 0.631674 2.09229
2549 0.985759 -0.330979 -0.151551
2548 -1.90677 0.866279 0.460297
2550 -0.907896 -0.91304 -1.01821
2611 -1.51031 -0.240263 -2.66963
2613 -0.519059 -4.00925 -1.11696
2612 -0.981365 3.11419 5.64258
2614 2.75599 3.19262 -1.09223
2675 0.235374 -1.09501 1.37589
2677 1.01202 -0.867552 -1.73755
2676 6.3012 0.728629 -0.361807
2678 0.678181 -0.329537 2.29653
2674 0.424456 -0.345686 -0.548053
2739 1.29228 -1.61474 -3.01587
2741 -1.36203 -2.27071 -0.416139
2740 0.829409 -3.01313 4.84342
2742 0.161778 -0.342706 0.730951
2803 -1.18007 1.04013 -1.69634
2805 -0.532387 -1.10836 -0.418266
2804 -3.06038 -1.77068 -0.167947
2806 0.218493 0.112486 -0.055108
2802 0.03967 -2.09495 2.69425
2867 1.76566 2.00441 -1.40714
2869 1.19998 3.11072 -0.378117
2868 1.7712 -1.54426 4.91613
2870 2.04782 1.00701 -0.373523
2931 -2.96947 0.130328 -1.56613
2933 0.89645 -0.662835 -0.026923
2932 1.54723 0.268102 -0.459119
2934 2.07244 -0.367097 -1.73159
2995 1.65686 1.74553 -0.897367
2997 -0.232004 -0.782737 2.33316
2996 1.45724 0.795755 0.320605
2998 1.84965 -4.33521 2.35931
3059 2.41892 -3.15597 0.88039
3061 1.75695 0.194706 -0.257505
3060 -4.41985 -3.00969 0.137025
3062 -0.738445 -5.02137 0.0221785
3123 1.11301 -1.13318 2.41623
3125 1.25738 0.880681 -3.25407
3124 2.39124 -1.42572 -0.000294513
3126 -2.89615 -0.0634862 2.61665
3187 2.45883 3.69693 -2.34199
3189 -1.87913 -0.477598 -1.38798
3188 0.217536 3.05422 -0.0279952
3190 0.811306 -3.3224 1.44475
3251 1.83748 -0.39043 0.887149
3253 -1.14779 0.193695 -0.10339
3252 0.937361 -2.04148 1.19617
3254 -0.147232 3.92568 -1.99864
3315 -1.49975 0.435145 2.68764
3317 -2.05834 -3.65609 -0.619281
3316 1.26508 0.021287 -3.5782
3318 -4.35104 0.528999 -1.09875
3379 -2.16873 -1.92188 0.17497
3381 2.66287 -1.44509 -1.85201
3380 -2.22886 -1.70772 -1.62811
3382 -2.44211 0.898268 2.60875
3445 -1.85195 -3.29313 4.22363
3443 0.688126 -0.617971 -0.254645
3446 -1.36465 6.44266 1.63175
3444 -2.02396 -1.43196 1.30747
3507 -3.31004 0.984827 -2.09398
3509 1.69073 -1.10309 2.94141
3508 -2.22714 -3.22025 2.12769
3510 -0.942369 -0.830825 -1.8352
3571 1.85051 1.81221 -2.21954
3573 -3.13769 1.74865 -1.87261
3572 0.842829 2.00137 -2.34254
3574 -1.72675 0.0177677 1.20189
3635 -0.954303 3.43996 -1.15878
3637 -3.78363 1.59136 0.388284
3636 0.589954 3.21633 0.0742869
3638 -1.90459 1.70948 0.0151673
3699 0.0555409 -0.240258 -1.95977
3701 -3.43397 5.00569 -4.55731
3700 0.554905 -2.1774 -0.270194
3702 -0.0300634 -1.98203 -0.754838
3763 -1.34706 2.13993 2.21275
3765 -1.70567 2.03145 -1.76481
3716 -4.44781 0.233299 -1.33055
3764 -0.228926 0.891134 -0.265686
3766 -0.0198943 -0.95568 2.22218
3827 0.0171413 -0.0718009 -0.795401
3829 0.978744 -1.26715 -0.748548
3828 -3.17111 3.83508 1.16192
3830 -2.51722 -3.28674 -0.371167
3893 0.597693 6.57354 2.69447
3891 -2.14686 -0.0825944 -0.736857
3892 1.08057 1.36215 -1.39573
3894 3.09261 0.0621312 1.41255
3955 0.380644 -0.106759 0.55478
3957 -1.70117 -0.727035 -0.843442
3956 -2.71655 -0.304341 0.465692
3958 2.29639 0.474675 -3.86332
4019 -2.68008 -2.36509 -0.733089
4021 1.25379 0.093474 3.635
4020 1.46181 -1.4749 -2.88786
4022 -3.71297 3.17484 4.22644
4085 -3.56943 -2.15706 1.95395
4083 2.16836 -0.520353 -1.94254
4081 4.5651 -1.59429 -1.08528
4084 -1.19976 1.9098 -4.22503
4086 -0.793959 1.30106 1.51853
4149 -3.36744 -3.76609 0.91762
4147 -1.49525 -0.402476 -0.896933
4148 -0.638379 -0.747811 -2.59662
4150 -0.553137 -2.78306 -1.37175
4211 -0.235173 1.40587 0.319525
4213 -4.62247 2.72452 -0.554834
4214 -1.21422 -1.45275 0.0872148
4212 -2.06682 0.775721 3.90368
4229 -1.51972 -1.18354 -3.3207
4275 -0.826392 -1.61316 4.29788
4277 -2.62924 0.525764 -0.736167
4228 -0.157765 -3.09915 1.56183
4276 -1.00562 1.57068 -1.46741
4278 -0.690175 -3.25328 5.94395
4339 0.355809 -2.37622 -1.08619
4341 -1.90142 0.518672 1.26736
4342 -0.761585 -0.788818 0.120374
4340 -1.36324 2.71111 2.05031
4401 1.56436 0.191635 1.91342
4403 1.042 1.81081 0.529875
4405 0.244503 -2.68964 -2.56891
4404 -2.28168 -3.55615 3.07965
4356 -2.18748 -0.902432 -0.76913
4406 0.382379 3.13259 -0.833248
4467 1.86199 2.60427 -1.57908
4469 -0.441826 -1.13832 -0.394922
4420 -0.947068 0.643944 -2.80799
4468 2.68603 -0.590353 -0.503603
4470 -3.57282 -2.15268 0.889172
4417 -4.21119 2.28988 0.297131
4466 -1.39072 -0.458109 -2.26667
4485 -2.59265 1.89435 0.756534
4531 4.28677 -0.0230761 2.43417
4533 -3.87766 -2.02033 3.22275
4484 0.855076 0.609777 -1.36681
4532 1.19184 -0.562849 1.03736
4534 -1.03209 -0.325132 -4.86901
4529 -2.33416 -1.7705 -1.8104
4549 -2.44599 -2.04338 -2.33857
4595 -3.62612 -2.22644 0.429601
4597 2.03854 0.937884 0.905562
4548 -3.63776 2.288 0.117252
4596 -4.79259 -0.123901 0.0922741
4598 -0.549147 1.17325 -5.57058
4594 -1.01413 -0.464677 -0.825147
4613 -0.57364 -3.31389 -0.375431
4659 2.88849 1.99671 -1.00618
4661 2.82434 -3.28654 2.76069
4612 -1.12005 1.21732 -0.688479
4660 2.32249 -0.900615 0.324416
4662 0.336046 1.70639 -2.00629
4677 2.47832 -3.47044 -1.51057
4723 -0.551916 -1.59654 -1.01979
4725 -0.461014 -0.986779 -0.783196
4676 2.32195 -3.64655 -1.38196
4724 -1.55534 0.354332 0.457163
4726 -1.85574 -1.87625 0.0333587
4721 1.9372 -1.47823 3.67057
4741 -0.935988 2.29876 0.344711
4787 -1.4447 -0.881547 -1.48492
4789 0.539508 -1.59967 1.81864
4788 -2.53402 0.352635 4.58128
4740 -5.85164 2.05127 0.0291651
4790 0.028187 0.63852 -0.632824
4785 -3.58377 0.254532 0.250268
4737 -1.12604 -0.0204158 0.563195
4786 0.180888 0.311726 -1.89946
4805 -3.38649 0.76134 -2.63605
4851 -0.222565 0.77285 0.975888
4853 -4.17764 4.86723 0.851051
4804 -1.56379 -1.93033 2.42151
4854 0.207951 2.74112 2.07117
4852 -1.5516 0.207021 -0.966947
4801 -1.60625 1.14523 3.55352
4849 -2.06824 -0.343089 0.053481
4850 -0.132904 -0.17175 -0.323261
4869 3.17887 0.779778 -2.09031
4915 0.669613 1.14486 2.64337
4917 0.101671 -0.0194472 1.94489
4868 -0.652088 -1.33246 1.63576
4918 -0.607881 -1.44219 -1.3581
4916 -2.09299 -3.03303 0.76484
4914 -5.94733 -1.4795 -0.732742
4865 -0.950766 -1.42619 -4.09825
4913 -2.5296 0.556731 -3.41285
4933 -2.07646 -6.06317 0.697623
4979 -0.77807 -1.38181 3.11539
4981 -0.974581 -3.61186 0.703702
4980 -1.14967 -1.97651 1.64888
4932 -1.92702 -1.59896 1.90873
4982 0.506208 1.47961 -1.06259
4929 -0.111176 1.91093 0.910735
4977 0.269937 -0.923113 0.64008
4978 -3.7622 2.39546 -1.08726
4997 0.424956 -0.252978 0.14408
5043 -3.48928 -1.76608 -2.21333
5045 -2.41695 -1.19769 0.451387
5044 -0.120276 -1.222 0.694381
5046 2.71535 2.03158 1.2021
4996 0.0573393 0.816377 0.387836
5041 -2.04596 -1.26848 -3.95789
4993 -6.15288 1.69275 -0.124321
5042 -3.17064 3.58566 -2.34562
5061 2.45654 1.04595 0.924304
5107 0.487538 1.37717 0.548812
5109 -3.53599 0.843803 -3.83323
5060 -2.29417 -0.488007 -0.639362
5108 0.0176364 0.060222 1.71856
5110 -4.2662 1.03481 5.63776
5057 -4.20834 -1.95262 1.28536
5105 1.85676 0.660193 -0.365123
5125 -0.463652 -0.984377 -3.84003
5171 1.60089 -1.3647 0.814875
5173 2.67037 -0.303227 -1.99651
5124 -0.501382 -0.220367 0.803886
5172 2.36724 -1.03407 -0.255217
5174 -5.29518 4.33948 1.24181
5121 0.0121649 -2.69404 -2.47353
5189 -0.328911 -2.9504 1.2372
5235 -1.19239 1.56421 0.232743
5237 -4.94741 3.07508 1.5059
5188 -3.03076 -1.67601 -3.80666
5236 -1.97019 1.44171 -1.2704
5238 -3.45745 1.04733 -0.474205
5185 -1.07027 0.440465 -2.41951
5253 -0.118787 -2.70306 -2.31921
5299 -2.69029 3.52178 -0.2009
5301 1.0514 4.12672 -0.012936
5252 0.439617 0.172888 -2.44235
5300 -4.30802 -0.0537758 -1.91776
5302 1.65883 0.992998 4.27681
5298 0.234076 0.15147 -1.33795
5297 -0.448907 -1.67884 -2.2376
5361 0.511428 1.31866 -1.69141
5317 -4.38765 -1.76389 2.26082
5363 -0.551263 -0.103063 0.598009
5365 -2.13803 -0.000354017 3.56775
5313 -0.338449 3.83265 0.922427
5316 -0.979427 0.10066 -0.816276
5364 0.417914 1.67221 1.21269
5366 -3.54352 -0.883691 1.03049
5381 -0.717235 0.846016 -0.202494
5429 0.271083 4.17821 2.13961
5362 0.342801 -2.20556 1.13414
5425 -2.24002 1.15836 3.91567
5427 -1.07782 -0.574972 -0.669327
5377 -0.242832 1.56379 -3.93618
5380 -2.22737 1.25245 2.60753
5428 -1.48144 1.80026 -0.971179
5430 -0.130697 -0.367008 0.915257
5445 1.02181 0.364974 -3.22425
5491 -2.93877 -0.63929 1.713
5493 0.75962 -1.7104 -0.675752
5426 1.31579 -0.478193 0.616448
5489 0.648741 -5.85334 -1.64426
5441 1.85324 -2.96113 -3.61516
5444 -3.50641 2.23115 0.863275
5492 -0.177107 0.101816 2.6295
5494 -0.295068 -0.776771 -0.649227
5509 1.21405 -1.07049 0.580812
5555 -1.25434 -2.2928 0.706279
5557 -1.44771 -0.591968 -1.73238
5505 -0.388053 0.213963 1.30182
5553 -3.75377 0.207853 -3.21081
5508 -1.86277 0.963063 -0.224348
5556 0.541623 0.84138 -2.57035
5558 -2.95052 -0.239128 2.75868
5619 -1.91456 -4.84706 -1.14518
5573 -1.11986 0.501732 3.29064
5621 1.80334 -0.314057 -0.196424
5617 0.686811 -3.80175 1.46736
5554 1.31828 -1.21618 0.100748
5569 -0.434742 -1.40846 -1.58993
5572 -1.45324 -2.47006 2.36116
5637 3.11991 0.149149 2.87803
5620 -2.60299 0.329482 -1.78967
5622 0.895434 -0.944434 2.4026
5683 -0.268612 0.563426 -0.425565
5685 -0.935857 -0.477592 2.93027
5618 0.0118893 -0.870128 -1.91379
5681 0.549503 -0.423152 0.0891184
5636 0.150054 -5.18081 0.0264263
5701 -1.96883 -0.293447 3.33142
5684 1.59268 0.395667 -0.334282
5686 2.45713 0.328261 -0.350582
5747 -2.07672 -2.61168 1.28076
5749 -0.8325 1.23667 -1.52125
5745 -2.0566 -0.178917 -1.25622
5765 -0.449009 0.060744 -0.151862
5700 -1.09453 1.93732 -0.261188
5748 0.322738 -3.09353 -1.50332
5750 -0.0891065 2.65043 -0.674403
5811 0.574385 -0.193317 0.479022
5813 -0.360612 2.52845 0.466613
5809 0.819336 -0.302266 0.462108
5829 -1.84693 -0.918522 1.644
5764 -2.39825 2.68415 1.09336
5812 -1.85548 0.925574 -0.316352
5814 0.57841 0.750213 0.241436
5875 -1.93984 -1.80576 2.51613
5877 -4.25452 0.493654 -2.56202
5828 2.14658 -1.04944 -0.4787
5893 -0.718501 0.0642065 1.60506
5876 -4.93241 -3.51388 0.908443
5878 -1.5978 -0.340573 -1.35225
5939 1.28529 0.108585 0.128604
5941 -0.417184 4.60944 0.564711
5889 -6.23772 2.21544 -0.361332
5874 -2.70982 2.82739 -0.301728
5937 -2.86706 -3.73419 -0.32905
5892 3.11466 -2.06502 -1.72101
5957 -0.538437 -1.20717 -2.03895
5940 -1.53163 3.43062 0.0723942
5942 -0.0314286 -2.03939 -1.83126
6003 0.14955 -0.0422334 -2.18015
6005 -2.2958 -1.47136 -1.76783
6001 -4.56607 1.04218 -0.506209
5938 -2.48374 -1.72354 -1.55239
5953 -1.99877 1.16626 0.0262843
5956 0.0602708 -0.282228 -0.272718
6021 -2.12418 0.724874 -2.14216
6004 -2.02158 0.0763374 1.36524
6006 0.50799 2.67367 1.71595
6067 -1.98953 2.02496 0.907832
6069 0.799158 0.324824 -0.929227
6017 -2.90296 3.08751 1.13378
6065 -0.15787 0.944849 -1.80379
6002 -4.32932 -3.75233 -0.0891897
6085 -0.374867 -2.92871 1.65637
6020 0.845952 5.33285 -1.64739
6068 -3.53222 -1.56523 2.40878
6070 -1.37746 0.0158175 0.361179
6131 -4.15678 0.644784 0.468997
6133 0.152582 0.496032 1.04601
6066 -4.18018 2.27278 -1.90383
6084 -1.87495 3.99225 1.21294
6149 1.95182 -1.31467 2.25072
6132 -1.58607 1.0392 -1.05633
6134 -2.08891 -3.54035 -4.76612
6195 -2.37302 1.00108 2.54613
6197 2.15252 0.340202 0.665306
6145 -5.69047 -0.728682 0.333396
6193 -2.46614 -1.73208 0.324867
6148 -3.07584 -1.67475 -1.64384
6213 0.682764 1.7127 0.642331
6196 -2.73023 -1.90976 1.94054
6198 0.171712 -1.1993 -1.40528
6259 -2.48957 1.28984 -2.59963
6261 0.466219 -0.661746 -5.79838
6194 1.60706 1.46239 0.740333
6258 0.226076 -0.269781 -0.214324
6209 -0.15938 -3.62313 -0.444495
6212 -2.76002 4.00938 0.517566
6260 -4.45728 2.61081 -1.19044
6262 -2.91145 -0.561896 1.40977
6323 1.58485 3.85237 -1.42294
6325 -1.18319 0.171578 0.765062
6321 -0.332016 0.572851 -0.564637
6273 -1.24632 -0.352993 2.98688
6276 0.120003 -1.61397 1.28122
6322 -2.1932 3.27772 -0.754445
6326 0.189104 -1.92456 -0.563597
6324 -3.69441 -3.05496 -1.88858
6341 -1.34521 1.2208 -3.72198
6340 1.52918 4.03986 -4.26871
6387 -2.38271 -1.81464 1.67434
6388 -2.15697 -3.28797 -0.581105
6389 -1.5779 0.405243 0.181222
6390 -1.28337 -2.19722 0.292435
6386 -2.2168 0.741206 0.990715
6385 -2.27902 4.92054 -0.285636
6337 -1.36398 -1.98679 -1.20797
7 1.21546 1.61082 -0.606987
10 -1.7643 0.96159 3.82328
11 0.64919 1.6512 -2.01437
24 1.17289 -2.14551 4.52493
25 0.721918 -1.51019 -1.49353
28 3.22871 1.67878 0.77852
71 -1.01698 -0.419892 -2.3812
89 -3.67448 -1.36779 -2.12317
75 2.01891 1.69547 -2.68873
74 3.58908 -1.19887 -1.69042
88 -2.70279 -2.75464 1.86006
92 -0.00730822 -0.489965 0.726735
139 1.72566 -5.16466 0.0822165
135 4.20508 -2.00176 -2.36709
153 2.18473 -1.89051 0.396537
137 3.26466 -0.0604 0.355966
138 0.0187958 2.26339 0.880903
152 2.33836 -1.64289 0.568098
156 0.994124 3.27379 0.370496
199 -0.297668 0.570299 -0.976269
203 1.8467 0.79356 -1.37922
217 -1.63496 3.79395 1.66001
201 0.789585 1.14976 1.37013
200 -0.24848 -0.231537 0.460215
202 0.150611 0.138234 -0.190671
216 -0.964138 -2.29196 -1.16856
220 3.36422 0.58268 0.820519
263 3.16198 0.665905 0.74961
267 0.485975 -0.325507 -2.04576
281 0.261968 1.41448 2.98918
266 -1.78948 -1.60379 -0.664583
280 3.62288 2.25185 1.60901
284 1.77013 0.639007 0.880133
327 -0.108225 1.11598 -2.17805
331 0.216067 -1.80788 2.83011
345 -0.489325 -0.338381 -2.70467
330 1.20144 0.241249 -2.60631
344 -2.44229 -0.00883148 1.96277
348 -2.93364 2.53916 0.181836
391 0.614906 1.95029 1.71937
395 1.33336 -0.693343 1.313
409 1.65973 -3.03386 2.18496
394 -0.330697 -0.739521 -0.265167
396 0.665164 1.61751 2.02334
408 2.60543 0.0353212 -2.88081
412 1.68106 -3.3772 2.70165
455 -1.00171 0.653263 -0.910413
457 -0.334462 -0.655913 -2.68266
459 3.93574 2.54605 -5.50283
473 0.507202 0.957401 -0.262551
392 5.899 -0.473131 0.536105
458 4.57364 0.485187 -3.25374
472 -0.978608 0.657398 2.24551
476 -0.993296 -1.24621 -4.80776
519 -1.24561 0.958316 2.25265
523 -1.13704 0.966391 -1.74245
537 -2.14674 1.59878 -1.71142
521 0.475803 -0.0404574 0.904111
460 -0.675179 -0.108743 1.27046
522 1.09306 1.0153 0.302662
536 0.0890829 1.03947 1.48488
540 -0.524424 2.92283 0.252588
583 -2.60966 1.02802 -0.544106
587 4.69457 -0.846647 -0.0787741
601 2.75352 -1.38296 -2.65066
520 4.03647 0.0913083 3.41139
524 0.298083 -2.48507 1.54018
586 3.3301 -1.14021 2.55844
600 0.218266 0.0473778 2.60893
604 -0.0993498 -2.72048 3.35071
647 -1.71636 1.7001 1.3326
651 0.822484 0.595603 -0.644473
665 1.62713 1.74628 0.951782
588 2.121 -0.0224873 4.08025
668 1.23287 3.99247 1.78153
650 2.10035 -0.864959 1.66602
664 1.62152 -0.451878 2.64337
711 -2.69336 1.45597 0.0407522
715 -0.467909 0.840325 0.472254
729 4.17626 -1.94458 0.200183
713 1.28605 8.32209 0.763091
728 3.13819 -3.38174 0.958602
714 6.08079 2.64047 0.810076
732 -2.51022 3.49938 2.07666
712 -1.1135 -2.82976 0.463382
775 -1.69471 -0.747051 -0.944105
779 0.0886759 0.445384 -0.685956
793 0.306695 3.05272 -1.42008
777 2.54031 0.352447 2.01535
716 1.5601 3.05835 1.53796
778 2.42327 1.52913 -0.283386
792 0.00160191 1.09519 1.28588
796 5.09181 -2.24872 3.47281
780 0.289267 1.76188 1.73102
776 -1.61208 -2.32482 3.41274
839 3.00826 -2.55 3.2914
841 3.26019 0.0564939 -1.97121
843 2.99116 1.65941 2.21547
857 -0.378211 -0.0558629 -1.03317
842 1.49992 2.68271 2.88254
856 -2.14936 -0.0156662 -4.66251
844 0.282184 3.74905 -4.17319
860 0.64432 -0.256258 -1.6025
840 4.63832 -2.05633 2.39033
903 2.42722 -0.104624 -1.84072
907 2.51348 -3.16455 2.52065
921 -0.857481 -1.55951 0.254123
905 -0.0822619 3.87386 -0.29547
924 3.95983 2.37451 -0.0953716
906 1.6863 1.34978 1.03661
920 -0.224042 -0.693684 1.48689
908 1.12986 2.43227 2.10138
967 0.770633 4.23118 2.95848
971 1.41413 2.77213 1.09247
985 -1.01892 -0.227593 -2.64994
969 -1.61406 -1.37812 -0.792804
984 -0.453842 2.06355 0.417349
972 1.08149 -0.987586 0.0107718
970 2.57361 -1.34545 -0.253404
988 0.20862 -1.25052 2.85458
968 2.3024 -1.39557 -1.65578
1031 2.89488 1.87887 2.42415
1035 1.21314 -1.66327 1.28148
1049 1.04709 1.06746 -0.166916
1034 -2.65529 -1.05595 0.0504709
1048 -0.0152084 -1.25513 -3.27541
1052 1.84157 -0.291117 -1.33292
1095 0.668285 0.10078 2.96972
1099 -0.172638 -3.80497 -3.05
1113 -0.948089 1.5282 -4.40466
1098 -3.44784 -0.92727 -3.81172
1112 2.06471 3.69457 0.344443
1116 0.571599 1.02869 1.3991
1159 -3.78291 1.89517 1.29137
1163 0.228867 0.242252 -0.40915
1177 1.61008 -4.19777 1.96806
1162 -2.1118 -1.14371 0.651535
1176 4.16881 0.901841 1.13395
1180 -1.08651 1.93785 -6.7068
1223 3.08846 -0.596476 3.17321
1227 3.90321 -0.533816 -1.72449
1241 1.15251 -2.06793 -2.55703
1226 0.717155 2.69879 -0.0106536
1240 -2.69595 1.79568 -0.139941
1244 1.23523 5.01665 0.108985
1228 -0.880852 1.93209 0.571258
1287 1.26165 1.98958 0.71335
1291 3.62611 1.76686 -1.46761
1305 0.528869 -0.461628 -0.881373
1289 2.47175 2.01453 -2.81043
1290 -3.01657 2.85027 1.78256
1304 2.64447 2.49685 1.59362
1308 -2.32095 2.84613 1.77791
1288 -1.80294 -0.345398 0.251311
1351 -3.06546 0.746608 0.991948
1355 -1.66225 1.50704 -0.0834925
1369 1.08114 -0.992805 -1.60368
1353 -1.20163 1.55175 0.0778731
1354 3.37825 -1.24386 -1.34556
1368 2.62479 -0.186749 -1.13039
1372 2.61148 1.73564 0.0530761
1352 1.7131 -0.503175 0.489052
1356 2.52338 0.637011 1.29421
1415 0.227443 1.50321 2.91553
1419 -1.11815 0.370379 0.9129
1433 -0.128072 4.05829 2.48346
1417 -0.929138 3.47175 0.0259072
1418 2.68835 1.67233 -1.7411
1432 0.277004 -1.00276 -0.900333
1436 0.888675 1.59432 -1.27363
1416 -1.24159 -1.14722 -2.61317
1420 2.98863 0.626727 -1.34535
1479 3.35221 -1.53049 -0.0218487
1483 1.11186 -1.9107 -2.19241
1497 -1.77423 -0.49605 0.638703
1481 -0.0182186 -1.61205 0.468369
1482 0.863197 2.56835 1.08209
