ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6400
ITEM: BOX BOUNDS ss pp pp
-9.7926982851326834e+00 3.6894730484111182e+02
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
5420 -1.41155 -0.555132 -3.46004
5483 2.44097 1.1134 -0.328854
5463 -2.63352 -3.47231 3.07853
5467 -1.778 0.845855 -0.468012
5479 -2.26817 -0.389771 0.527396
5481 1.53465 -2.17526 3.9823
5466 -0.346614 -1.61444 -0.520433
5480 -0.0822502 1.71355 -4.99815
5482 -0.88863 4.12954 -2.97371
5484 -3.47297 1.2538 0.349343
5531 -1.30565 3.54524 1.74329
5543 0.201948 2.44135 -2.56485
5545 -0.393998 3.3161 1.86807
5527 -0.924459 -1.38931 -0.639589
5547 5.15951 1.42261 -2.0334
5530 1.56021 3.8698 -0.0362718
5544 0.338179 4.55874 0.52505
5546 4.02565 -0.438704 -0.969985
5548 1.41318 3.61519 1.65906
5611 -3.59282 3.10642 1.99049
5607 0.228539 4.58538 -0.79342
5595 -1.08096 0.31444 1.26512
5591 1.1603 -0.21477 2.11244
5609 0.225784 0.563398 5.12891
5594 -0.144231 -1.57145 0.397461
5608 -0.714791 -0.838248 -0.735896
5610 -3.45764 -0.539167 1.56091
5612 -2.05521 0.556192 2.74023
5671 2.1269 -1.03901 0.358688
5675 -0.7723 -0.19604 3.35537
5655 2.1712 -2.28499 0.841592
5659 -4.05008 2.34187 -0.393657
5673 -2.12258 1.91448 -3.79914
5658 -0.127271 2.08403 3.23454
5672 2.27705 0.479675 1.09791
5674 -1.7729 -1.85836 -0.985796
5676 -0.0603314 0.0577413 2.53382
5719 -0.809136 -0.115219 -0.498378
5723 0.650305 -0.0660487 -1.03882
5735 0.52653 -1.40411 -0.970813
5737 0.220439 -2.49676 1.47474
5739 4.01179 -2.02121 -0.505202
5722 -1.00417 1.35421 -1.38861
5736 -0.135215 -3.47428 -0.249549
5738 -1.33903 -1.69182 -1.28444
5740 0.649967 -0.909932 -1.20524
5783 -2.31332 1.64204 -2.16961
5787 -0.268931 1.22239 -1.42971
5799 1.58727 -0.0792627 -0.865569
5801 -2.29664 2.14209 -1.73803
5803 0.833119 -0.92767 -4.83779
5786 0.354011 -2.81015 0.773097
5800 -2.98624 1.26266 -5.05715
5802 -0.920339 -3.17668 -1.73569
5804 0.882498 1.41254 -1.70142
5847 -1.01007 -2.68223 -0.909743
5851 0.00447956 0.78907 -0.235751
5863 2.73509 -2.20648 0.0271316
5865 -1.78954 2.3456 -2.27087
5867 -2.47302 0.994745 -0.0355796
5850 2.19461 1.37266 1.34381
5864 -0.748932 2.20882 -2.84689
5866 -1.80787 -0.326994 -4.90284
5868 3.0031 1.29684 -1.9825
5911 -2.63844 -2.11806 2.49327
5915 0.286668 -4.33619 -0.603289
5927 1.60395 3.29688 1.48877
5929 -0.87734 -0.235791 1.68012
5931 0.222303 1.04708 0.531128
5979 -2.00872 -0.589883 -4.07638
5914 1.5819 0.751596 2.02862
5928 4.09324 -1.60173 0.376536
5930 -0.130433 -0.881529 1.882
5932 3.24175 0.445171 1.05797
5975 -2.52953 0.32689 0.937952
5991 -0.23136 -0.715713 2.97913
5993 -0.276644 0.80252 -2.1738
5995 -1.43034 0.867738 1.971
5978 -2.16384 -0.708959 0.250437
5992 1.49947 -2.64005 -1.36604
5994 -0.463947 1.15871 5.70122
5996 2.67226 -1.51869 3.38704
6039 -3.74913 1.7583 2.377
6043 2.01471 1.85989 -1.29592
6055 -3.23645 -0.767091 -0.97329
6057 -0.390588 -3.6924 -1.13245
6059 0.658059 0.798777 -0.124719
6042 0.363689 0.300312 -2.86885
6056 0.520275 0.393318 0.330303
6058 -3.42381 0.0639292 1.06128
6060 2.55105 0.348009 -1.75165
6103 -0.816197 -0.291969 1.06346
6107 -1.80582 0.945716 0.373334
6119 -0.481521 -0.717045 1.32636
6121 -0.0760988 -1.8281 -1.03115
6123 0.556722 2.99707 1.19616
6106 -0.465639 -0.848074 -2.45193
6120 -0.624664 -0.235645 -0.519967
6122 4.05082 -1.0023 0.109647
6124 2.55024 1.85718 -1.29467
6167 -0.149947 -0.911181 2.79902
6171 -5.23363 -1.04931 -2.3937
6183 0.152097 -2.15572 -0.319889
6185 1.61653 0.715793 0.537744
6187 2.15494 -2.92749 -0.283852
6184 -2.1741 -1.18501 -6.25188
6170 1.12254 3.62388 3.2022
6186 -2.04854 -5.07334 -0.357456
6188 0.925635 -2.25606 0.696418
6231 -3.63226 -1.26957 0.0196871
6235 -0.268803 3.64742 0.613084
6247 2.81463 -2.02249 -0.349788
6249 -1.0167 2.30785 3.30435
6251 -0.645564 -1.48296 1.78748
6248 -0.364052 -1.55381 0.238671
6252 -0.692688 -2.33941 -1.60697
6250 0.841001 -0.823446 0.547411
6234 -0.770763 1.08679 0.143081
6295 0.423541 2.25601 0.20818
6299 2.45712 2.82793 0.35575
6311 0.0983279 2.0729 2.32611
6313 0.770571 -0.458734 0.771667
6315 -1.13607 -1.85494 -2.94793
6316 0.0493217 1.54897 1.45971
6314 1.10998 0.0619775 -1.22865
6298 -2.50729 -1.75998 0.337273
6312 0.428596 -0.944656 0.0466938
6359 4.80752 -0.436751 -4.18187
6362 0.349462 -0.4611 -2.96335
6363 -0.142176 -0.263363 0.409271
6375 -1.21301 0.509694 2.98928
6376 0.800568 -3.23025 -4.24469
6377 -0.871205 2.46659 2.88287
6378 1.24153 0.300535 -1.29373
6379 0.367703 1.06026 -1.89146
6380 0.59617 -2.97525 -2.67365
55 -0.44121 -3.77354 -1.03244
56 -0.998762 0.0519732 -0.108687
57 -1.76019 2.20255 2.74547
58 -1.97525 -1.41854 3.10792
59 1.35538 -2.13858 -0.926706
60 1.96354 2.74338 3.05513
119 0.960817 1.37912 0.460066
123 0.563775 -2.52938 2.22276
121 -3.61849 1.77016 -3.27509
120 -2.72905 -3.27765 3.8146
122 0.678057 -2.52623 0.849891
124 1.32925 0.0804815 -2.83722
185 1.81205 2.56113 4.53578
183 -2.38625 -1.36593 -2.15111
187 -2.33467 -2.41955 -1.52852
184 -1.22425 -0.196669 0.958338
186 -3.36743 -4.13932 2.22988
188 -0.563984 2.735 -3.50425
247 -1.62473 1.29128 -0.0218051
249 1.75194 1.47081 0.07674
251 2.03325 3.39209 1.61774
248 -1.3934 -1.64233 1.90787
250 2.73157 -2.73975 1.31175
252 1.3849 2.05183 -1.7009
311 -5.33241 0.531583 2.45918
313 0.627515 -0.483934 -4.04971
315 -1.24351 -5.82159 -3.08344
312 2.70698 -1.68462 3.36813
314 0.905817 -1.69414 -0.0909312
316 -2.73057 2.54638 1.96675
375 -0.621927 -1.40533 -0.630984
377 2.37349 -4.51297 -0.908965
379 1.06485 -3.18625 1.48786
376 -2.75303 -3.75623 0.0325707
378 -1.89317 -0.733032 -3.69338
380 0.658134 -3.66862 -1.26575
439 0.0624175 1.29067 -4.44151
441 0.0417185 -2.13343 0.634692
443 -4.70619 -1.42757 1.8552
440 -2.79159 5.02997 -1.22313
442 -1.18508 -0.671552 1.01265
444 -2.18065 3.54555 -2.23474
503 -4.62437 -0.220847 1.75219
505 -0.825743 0.619435 1.62528
507 1.43971 0.283685 -0.182232
504 1.06823 -1.15881 -1.93691
506 0.528869 -0.972485 -0.624437
508 1.93475 -0.973762 2.55572
567 1.29351 -0.962326 -3.92475
569 0.849492 -0.662344 2.26382
571 -0.963772 -1.10319 2.43292
568 2.23767 1.87148 -0.404009
570 -3.20041 1.52015 0.40367
572 -0.894161 2.57031 -0.833912
631 -0.231909 -2.61257 -0.648104
633 -0.0488267 -3.74983 1.83373
635 2.0927 -0.585222 3.21853
632 -0.659405 1.68563 -0.370221
634 -0.708922 -1.13546 -0.76908
636 4.36622 -0.336964 -0.512135
695 0.530926 2.58825 1.65779
697 -1.02323 -2.15 3.56055
699 -2.82189 -0.891834 -0.151679
648 -1.00218 2.19887 0.322243
696 2.5707 -0.139612 -4.12697
698 1.90158 3.5339 0.528858
700 -1.44905 0.800943 0.633025
759 0.27547 4.61057 2.45896
761 6.14967 -2.33884 0.290845
763 -2.81565 0.416051 2.01232
777 1.47091 -1.47601 -0.721927
762 -0.161454 3.45215 0.898797
764 -0.00779104 -3.39219 2.02829
760 0.0572581 2.44501 -1.60304
823 0.320267 0.877391 0.316539
825 -1.50311 -2.5289 3.04355
827 -3.63639 1.10768 5.78269
826 5.63017 -1.96747 2.33589
824 -2.87029 -0.0711039 -2.07203
828 -5.92282 2.35207 -0.779045
887 0.264905 -2.95046 1.31876
889 3.72112 0.884401 -1.27803
891 1.46845 2.2305 3.75174
888 -1.51284 2.62497 1.4899
905 -4.74102 -2.36 1.58043
892 1.82441 0.00564443 -0.27208
890 2.09357 -0.0254223 2.08976
951 0.0553386 2.34206 -1.3807
953 1.44955 2.56942 -0.335983
955 -0.0564957 -2.43401 0.637487
952 -0.543941 1.16146 -3.38803
954 -1.52682 -2.55761 -1.16847
956 -0.305082 -1.67414 2.97253
1015 1.15544 1.40399 1.6445
1017 -5.82766 1.49794 -1.94103
1019 2.31357 0.107156 1.43789
1018 2.29586 -4.06301 1.29317
1020 -2.45173 -1.19464 -2.81495
1036 -1.66025 0.9944 -2.27138
1016 -3.31248 0.407326 -3.69388
1079 2.37422 -3.96517 1.77369
1081 -0.911679 -2.08427 -1.77093
1083 -0.713227 2.21744 4.50968
1080 0.0582128 -0.285206 -0.194354
1082 -2.01124 -1.37673 0.0446661
1084 -2.37459 -2.17822 -0.980742
1143 1.71571 0.441515 0.143098
1145 1.52937 2.46063 1.80544
1147 -0.436365 -2.95696 0.0608116
1144 1.96429 2.40063 4.01839
1146 -0.70388 -1.29004 0.91031
1148 -1.39739 -0.0842592 0.538818
1164 1.50678 3.59888 4.11203
1161 -1.32808 0.408348 -1.42907
1207 0.991486 0.988417 0.850606
1209 -0.297762 2.883 -4.90568
1211 -0.24576 3.06061 1.58054
1208 0.273902 -0.745148 0.937123
1210 1.06367 1.11125 -0.752765
1212 2.47003 0.819927 3.20073
1271 1.10898 -0.0162213 -4.21402
1273 2.2117 -0.841119 0.767068
1275 -1.39328 4.26726 -2.07839
1272 3.58282 -0.168674 -2.71876
1274 0.352491 2.18197 0.955631
1276 2.07712 -3.03857 2.72508
1292 1.56906 -1.01481 -1.89115
1335 1.36581 -0.154429 0.189355
1337 1.07083 -1.88672 -2.02839
1339 -0.814844 -1.06016 -0.901602
1336 -4.55935 0.0874207 1.64898
1338 1.0317 -0.85998 0.110127
1340 1.17105 -1.92085 2.15055
1401 1.75631 2.89884 1.30218
1403 -0.494647 -0.243115 4.48659
1399 1.89861 3.48799 1.864
1400 -2.5433 -3.16613 3.21662
1402 1.52776 0.728988 3.4302
1404 4.278 1.29759 -2.13383
1463 -1.37743 -0.728539 0.578952
1465 1.64179 -3.82914 0.750642
1467 3.7348 -1.93065 -4.67744
1464 6.47654 -3.93598 -0.439088
1466 -0.1159 -0.592843 -0.320057
1468 5.8762 3.34612 -1.7078
1481 1.92347 1.19936 1.07528
1527 1.34672 0.41857 -0.657309
1529 1.17402 0.0233257 -1.66636
1531 -0.654499 -1.93226 4.68774
1528 0.911862 4.55946 -3.07384
1530 -2.36857 -2.29298 1.09338
1532 2.93795 -2.22556 0.563566
1591 0.973724 -1.56091 2.34596
1593 4.49837 -3.83151 0.0142012
1595 0.382838 -1.03433 -1.42163
1548 1.4397 -5.55079 0.172046
1609 -3.46627 3.22036 -1.97755
1592 3.35245 2.52619 -0.0361577
1594 -0.430416 -0.684645 -0.817828
1596 -0.439143 0.45808 0.491318
1655 0.73628 -4.56722 -0.535641
1657 1.77996 -1.39457 0.459825
1659 -1.8721 -0.127735 0.910669
1608 -0.381457 1.6303 1.59155
1612 1.68603 2.08584 1.75553
1656 -1.64893 0.762057 0.864031
1658 1.11794 -0.87179 -0.541966
1660 -0.722273 -1.71546 3.39176
1673 -1.09641 0.533684 -0.20776
1719 1.13218 0.564177 2.42245
1721 -0.416682 0.852283 -1.47259
1723 -0.306197 1.78698 -3.4623
1676 -2.48177 2.64909 -4.76518
1737 0.322155 -0.272631 0.981962
1672 -1.69722 1.4502 3.34091
1720 -0.763436 -1.65218 -1.62188
1722 -3.01441 -1.63706 -3.61642
1724 0.77088 -0.426012 2.07956
1783 -1.74448 -0.483018 1.84563
1785 6.00394 -1.80466 -1.64393
1787 -4.25624 0.157702 0.470819
1801 -0.723437 -2.08539 3.95984
1736 -0.886223 0.0666627 1.22798
1784 -5.0161 2.2174 0.0402338
1786 -1.30307 -0.0924577 1.86255
1788 -1.50126 -0.541256 -0.56037
1847 0.163666 -2.86312 1.595
1849 3.80087 5.22911 2.40414
1851 -0.884027 6.52003 2.60619
1800 2.52066 -2.82389 -0.922015
1804 -4.08668 1.98074 1.58683
1865 3.89748 2.37768 1.94813
1848 1.8166 1.89519 4.85097
1850 0.724654 1.73224 2.85077
1852 0.146737 0.0452901 1.15289
1911 1.51685 1.19663 0.333505
1913 -0.392158 -0.355177 -2.00586
1915 1.61975 1.11122 -0.949821
1868 1.00731 -1.31011 0.0500399
1864 0.733531 -1.87618 1.70908
1916 -2.76922 1.21381 0.0948607
1914 1.45364 0.927688 -1.57817
1912 2.72327 2.93806 0.535364
1979 -1.41572 -2.65861 2.34687
1975 0.909263 4.4248 2.13199
1977 1.17257 1.08569 -1.52102
1932 1.30651 -0.924558 -2.38041
1928 0.585633 -1.66802 -3.7127
1993 4.35976 0.592146 0.217413
1978 0.849239 1.69116 2.1127
1976 -0.12958 -1.8197 1.65105
1980 1.16591 -0.577089 1.81805
2039 -0.184833 -1.15158 0.551221
2041 3.02123 3.48714 2.55595
2043 -3.64104 -0.380748 0.335791
2042 -1.77804 -0.048548 1.71694
2044 0.425923 1.01884 0.934407
1996 1.72838 -0.204387 -1.15852
2060 -1.11399 2.59469 0.993585
2056 0.584318 1.26826 -0.629799
2057 3.57045 2.06077 -0.013716
2040 -0.347503 -0.851384 -1.08247
2103 1.68557 -0.508823 3.13884
2105 2.34792 -1.18463 5.12135
2107 3.1332 2.66364 0.773109
2104 -1.4551 2.94045 -0.560863
2108 -3.043 0.441109 -2.85874
2106 -1.47454 -1.00061 0.312488
2121 -2.13966 2.59209 -0.0494899
2169 1.52666 -1.3154 -0.307959
2171 -1.86093 -1.88047 -2.11688
2167 0.312219 -2.49935 -6.06532
2120 -1.59489 4.00182 0.837329
2124 -2.92809 1.86457 -2.2788
2170 -3.22356 3.20919 2.47364
2172 -0.201083 0.370222 -0.231537
2168 4.08765 -0.0621671 -5.16284
2185 1.56891 -1.36367 -1.04293
2188 -3.08465 0.669527 -0.129007
2233 0.386113 3.55305 4.49334
2235 0.354152 1.97433 0.838936
2231 2.87604 -3.29198 -0.125671
2232 -0.658821 2.46275 -1.61452
2184 3.30342 -0.398038 1.55709
2234 -2.78846 1.11679 -0.355429
2236 -1.41084 -0.150021 -0.50982
2249 -1.16349 1.64918 -3.25273
2252 -3.2585 0.820451 3.4556
2295 0.770345 -1.91251 0.652797
2297 -1.6611 -2.65388 0.368845
2299 -1.92841 0.317225 0.821935
2298 -3.53013 -1.17141 1.67689
2296 1.2009 -1.27562 -3.24772
2300 0.214992 -0.412361 3.08744
2248 -0.570175 -1.19654 2.51212
2312 -7.41089 -3.48635 0.392433
2313 -0.658466 1.37748 -1.65045
2316 1.31716 1.02264 3.07862
2359 -1.66217 -1.81073 -0.636231
2361 -1.56254 0.470875 0.42106
2363 0.53247 3.17047 -0.48739
2360 2.63222 1.55509 1.68432
2362 3.3544 -0.798152 4.19585
2364 0.749725 2.73716 -1.71967
2377 1.26661 -2.22685 -4.86082
2376 0.696941 4.05093 -0.833938
2380 1.1538 -0.394824 -0.426291
2423 -1.30147 0.632935 -0.916972
2425 -4.18676 -5.09911 -4.54644
2427 -1.63414 1.24391 1.80886
2424 -0.488523 2.86728 1.13199
2426 0.593719 2.37741 -1.20687
2428 -1.07605 -2.43349 -1.51699
2441 -1.87378 1.32882 3.05325
2444 -1.40571 -1.84604 2.71602
2440 2.19914 -2.08666 -2.78502
2487 -1.07337 0.3607 1.13287
2489 0.475218 0.0138782 0.826091
2491 -1.76496 -4.87208 0.132205
2488 -0.779409 -0.711181 3.7211
2490 1.43083 0.00920851 -1.65364
2492 0.545655 -3.68129 -2.4407
2553 -0.243698 1.41745 1.53948
2505 -0.415416 -1.34089 0.163826
2508 1.53728 -0.92827 -0.0060854
2504 -2.34164 2.07075 -0.581996
2569 0.938648 -0.0575746 0.390741
2551 -3.23634 4.77012 0.842021
2555 3.89973 0.149072 0.0662549
2554 1.50953 4.25283 1.6948
2556 0.803478 0.200928 0.56819
2552 -0.259093 -0.924777 -0.166155
2617 -0.779524 -1.12514 -3.90437
2619 -6.03013 -3.07111 1.87428
2568 0.69659 1.22812 -1.36773
2572 0.493946 0.218058 3.90113
2633 -1.57554 1.34713 4.0701
2615 -1.85863 -0.697396 -4.44289
2616 4.27426 -3.22622 -2.17368
2618 4.55841 0.129305 -2.14754
2620 -2.84856 -0.362194 -1.10027
2679 -0.682972 1.99333 -1.35642
2681 -2.46714 -1.16742 2.78875
2683 -2.25513 -0.612933 1.80771
2632 -0.456444 -1.82672 2.91861
2697 0.199035 -1.26776 -4.86173
2636 3.51902 -1.35281 1.86066
2680 -1.43441 0.33284 3.25927
2682 -0.319964 1.89075 -3.85589
2684 -1.21117 1.67929 0.367391
2743 -0.995113 0.997919 -2.13881
2745 0.760098 2.242 -2.54253
2747 -1.27224 -2.97126 1.45136
2761 -0.0159898 -1.3442 3.50019
2700 1.61913 -1.23537 -3.70634
2696 2.42155 3.33866 1.81653
2744 -0.46052 -0.831207 -1.55933
2746 -5.44021 1.28084 -1.53239
2748 1.11354 -0.268284 -2.77625
2807 -0.83857 2.67653 -0.425052
2809 0.849048 1.2141 -3.16319
2811 2.36648 0.728713 -1.00036
2764 0.267175 -0.165945 -0.340734
2760 0.913558 4.92985 1.43661
2825 4.67377 -1.12752 -0.327086
2808 2.62688 1.45485 1.26243
2810 -0.206387 -2.52523 3.42247
2812 0.612026 -2.37121 1.10666
2871 -0.70398 -1.92757 -1.85096
2873 2.00083 0.522259 -2.06093
2875 -1.26823 1.27291 2.73167
2824 2.06522 -1.64228 1.13372
2828 -2.30421 2.09582 1.44137
2889 -1.56113 4.67297 -3.38631
2872 -5.16122 -1.01771 -1.28556
2874 -1.05872 -1.48039 -1.06831
2876 1.03152 3.17055 1.17953
2935 -3.65357 -1.60609 3.48925
2937 -0.596363 0.409877 -2.27187
2939 0.480805 3.82242 -3.12615
2888 -1.61487 3.00258 -3.89989
2892 -1.47599 1.45633 -3.14141
2953 -2.00153 3.65506 -0.682751
2936 -1.58188 2.09008 -0.602787
2938 1.89306 -0.90248 1.35641
2940 -1.81625 3.01983 -3.57946
2999 1.61262 1.19742 0.57146
3003 0.0435882 -0.797167 -1.06336
3001 -1.36286 1.5496 -1.44245
2952 -3.80344 -1.99908 -1.10344
3020 -1.93512 -0.168072 0.415781
3017 0.0887115 -4.0901 0.352615
3000 1.78782 -0.602319 -0.804636
3002 0.710147 0.323032 3.67001
3004 -1.09404 -0.182061 2.91505
3063 0.208303 2.48497 3.57124
3065 2.95361 0.667621 -2.20797
3067 -0.301766 -1.33123 -1.30214
3066 -0.96739 -1.19477 0.0520834
3068 -3.52591 1.13034 1.25401
3081 1.21135 -2.43437 -0.790927
3064 3.5918 -0.178181 -1.79412
3127 1.06169 -1.56842 -0.32939
3129 0.112541 0.673308 -0.860494
3131 -0.323378 -6.08825 0.612285
3084 0.295629 -1.12976 -0.959373
3128 0.475049 0.684888 0.222875
3130 -7.55506 1.86109 2.20124
3132 -4.08731 1.78725 -2.92048
3145 5.05877 -1.11029 -3.23001
3144 1.10153 -0.0139889 -1.49899
3148 -4.83144 -0.772935 2.01641
3191 -1.5793 -0.785423 -1.30194
3193 0.857391 2.21882 1.53113
3195 -2.15852 2.04614 1.5759
3192 -0.535728 -0.0279694 0.372761
3194 1.20105 3.10981 -4.56535
3196 -0.242082 4.46327 -3.63526
3209 4.01922 0.255453 0.893453
3212 -3.06206 -0.649746 4.79331
3208 0.563339 0.720926 3.85596
3255 -1.28255 -3.30101 6.18517
3257 -1.07611 -1.18996 1.42673
3259 -4.52597 5.21216 0.0841817
3256 -0.0745612 -1.01391 -0.158651
3258 0.743956 -3.36324 -1.12698
3260 1.2731 -2.36149 0.133239
3273 -1.3403 -1.56115 0.314854
3272 -0.224268 -3.81522 0.0486955
3276 -0.762913 2.94519 -0.610959
3319 -1.0988 1.92092 1.40124
3321 -0.547996 2.09157 -0.206714
3323 -0.977996 -0.895974 -1.15522
3320 1.38023 -2.65384 -0.811324
3322 -2.6086 -1.30392 -1.81929
3324 2.67045 -0.809886 3.17868
3337 -0.473501 1.01809 1.31636
3340 -2.9188 2.12292 -2.37825
3336 0.546897 0.760849 -0.121071
3383 -0.99437 -0.835066 -0.140792
3385 -4.81561 2.95 0.945436
3387 -0.481219 2.02203 5.90926
3384 0.998863 3.80939 -0.0421077
3386 1.17257 -3.7147 1.9751
3388 -3.40175 1.83848 2.98768
3401 3.13841 -1.75565 -0.465452
3400 -1.90249 3.41159 3.81961
3404 -0.232401 -0.899508 -1.51646
3447 1.12223 0.431184 -3.59846
3449 0.0635831 -0.231178 1.40599
3451 0.325561 2.30181 0.431154
3450 2.38 -3.11333 1.56597
3448 3.35961 -1.45197 1.54111
3452 2.81126 -0.240389 -1.05934
3465 2.06272 -0.750732 0.921117
3468 -3.72708 -4.50266 -4.69874
3464 1.02087 -4.28276 0.223259
3511 1.91903 -0.0287964 4.80614
3513 2.7311 4.6302 1.87354
3515 -2.95929 -1.73653 2.1729
3512 0.227427 -2.5677 2.28835
3516 2.69391 1.84494 -0.861333
3514 -2.75104 1.09719 -3.22277
3532 -0.844849 -4.58471 -1.18007
3529 2.53773 3.31306 -2.4462
3575 2.79642 0.0286852 -1.06211
3577 3.5123 -1.87197 -1.41431
3579 -1.33943 0.280248 -0.719086
3576 1.96508 0.371888 -3.53661
3578 1.1174 -1.92101 -4.32044
3580 1.89307 0.412978 0.481951
3593 -2.22427 4.84476 0.623216
3639 0.157814 0.822191 -0.921838
3641 -1.72711 0.604994 3.84759
3643 -1.86599 0.0774741 3.54802
3592 -3.45852 -0.666832 -2.92366
3640 0.510825 -0.94497 1.78931
3642 -1.69384 -1.32462 0.167992
3644 -2.89243 0.129185 1.0809
3703 -1.06325 0.447996 -2.85061
3705 0.391339 -0.379743 1.5917
3707 -3.65986 1.5479 -2.1014
3656 4.01919 -2.31185 -0.119344
3704 -1.21871 3.02122 -0.00779683
3706 -0.427628 -1.71244 -0.817279
3708 -3.68358 2.04401 -0.0656694
3721 4.01898 0.16012 -0.30449
3767 6.04982 -4.13274 0.538194
3769 3.39606 2.97924 1.99617
3771 -2.60598 4.87122 -2.4055
3724 4.5604 -0.961513 -1.84904
3768 0.399836 -0.593613 -0.781981
3770 -1.69133 -1.69694 4.02459
3772 -2.88183 4.58488 0.465176
3833 -1.1371 -0.742608 -0.21838
3835 -0.560133 0.408029 1.81097
3831 0.692347 1.30973 1.97838
3832 1.6281 4.43781 0.0900002
3834 -2.68259 -0.360249 1.53196
3836 -0.408912 2.16559 0.258596
3895 -1.34555 -2.09563 -0.386252
3897 0.350941 -2.23412 0.374216
3899 0.242056 -0.333015 -2.76641
3852 -0.58207 -1.655 -0.386589
3848 0.200975 1.04456 0.983252
3896 -2.987 -0.486502 0.47612
3898 -2.07866 0.209807 -0.545239
3900 0.303619 -4.79142 -4.12771
3913 0.79569 0.456688 -0.880431
3959 -1.01338 -1.78345 -0.354761
3961 -1.58592 0.73612 -0.497641
3963 -0.586728 0.0327684 0.639415
3977 -3.39212 0.581745 2.16532
3912 -0.570232 0.398103 3.82104
3960 0.609046 -0.77921 -2.07653
3962 -0.495 1.17237 4.91493
3964 -1.94551 -0.0629538 -1.14688
3916 0.784788 -2.84231 2.09358
3976 -2.83126 -1.25217 -1.03446
4027 -0.271157 -2.771 0.497137
4023 -2.099 4.31957 -3.65985
4025 -2.25041 1.17561 -1.95085
4024 0.570052 -1.40406 2.47989
4026 1.48241 -2.92777 -1.76591
3980 -0.938245 -0.26848 0.345491
4028 -1.05439 4.95146 1.45542
4087 -2.15487 0.72404 -0.280914
4091 -1.90278 -0.246951 -2.50466
4089 -0.178057 -1.55991 5.43585
4088 -0.0547053 -0.396595 2.23386
4090 -1.14868 -0.311373 2.24503
4092 -2.72501 2.05733 0.411056
4105 0.973218 -0.0109457 -1.76199
4104 0.450063 -1.30955 -0.800846
4108 3.0108 -0.887023 -2.14065
4151 -2.60732 -3.11151 -1.79685
4155 -1.79856 0.881334 1.52643
4153 2.36665 1.00725 1.32432
4152 1.85165 1.77258 -1.80312
4154 0.205516 -0.256479 -2.97947
4156 0.608162 0.152345 -2.30495
4215 3.37562 -2.42956 -0.0871173
4217 -0.588477 1.7795 -1.80259
4219 0.829075 -0.809334 1.59188
4218 0.053732 -3.05914 -3.02339
4220 0.538097 1.27382 -0.919207
4216 -2.10426 -0.409323 -0.799677
4281 -0.722877 -1.76793 -3.07284
4279 -2.9047 -3.56799 -0.755027
4283 1.70903 -3.53694 -2.3148
4280 2.34552 -2.44441 1.10537
4282 -1.08278 0.350917 -1.74906
4284 -3.95265 -3.70512 -0.282769
4347 -2.56767 1.18086 -1.49408
4343 0.392698 -1.15244 1.94188
4345 -1.04167 4.27995 -0.358464
4344 0.364756 -1.95341 0.6194
4346 2.68388 -0.854795 1.93042
4348 -1.08039 -5.6111 -3.02123
4409 1.70297 1.08087 0.524914
4411 3.70106 -2.80635 1.46443
4407 -3.69246 0.913848 -2.76784
4412 1.71051 -2.12426 0.25408
4408 1.36346 -0.0906723 -0.783189
4410 -2.73371 -3.12283 -0.395841
4471 -1.584 0.501698 2.00265
4475 -1.97691 -0.619376 -1.7069
4473 -1.2466 -2.00532 -3.20231
4472 1.69036 2.0129 2.50144
4474 0.231672 1.45694 2.3537
4476 1.26636 -2.37639 2.5208
4537 -2.10034 -0.987148 3.69548
4535 -3.4444 -0.79526 2.63832
4539 -0.301907 3.46803 3.20304
4538 -3.18596 -1.86712 -1.41693
4540 0.842485 1.84313 -0.0185537
4536 0.193587 0.505287 -2.54434
4603 -0.184132 -2.68305 -3.43517
4599 2.07553 1.72069 1.52059
4601 3.17399 1.03051 -3.23163
4600 -0.259747 -1.9203 -0.858498
4602 0.774422 -1.73024 2.35009
4604 -3.87284 3.2667 2.31301
4663 -0.433784 -2.42347 -1.17506
4665 0.828647 -0.578297 -0.837925
4667 0.390368 1.52275 -4.70797
4620 1.70699 4.23825 -0.878222
4664 -1.74126 1.62316 -3.63519
4666 -2.57337 -1.01434 -1.95024
4668 1.48977 3.96841 0.824151
4727 -2.88549 0.44077 -0.288854
4729 1.30791 -0.0472695 -2.39654
4731 -1.06546 0.946661 2.47975
4684 0.532203 -3.42595 3.49218
4680 2.29773 1.83361 -5.11339
4728 -0.590113 -0.707942 -2.66101
4730 2.94123 0.345979 3.00423
4732 0.478557 1.30876 0.0444298
4793 -2.84422 -0.58141 -0.678937
4795 -1.1008 -0.938803 -1.8381
4791 -0.44621 -0.331585 -0.533091
4796 4.41224 -2.09971 2.62965
4792 -3.18183 -2.44635 -0.803987
4794 -2.82702 0.358514 1.9747
4809 0.377274 0.454577 -2.04455
4855 1.4155 -1.49565 -1.9138
4857 -0.396375 4.3269 1.17529
4859 -0.275785 -0.969601 -0.735583
4812 0.279356 -0.396522 2.28259
4858 3.08127 1.59399 -2.63763
4856 -0.364847 2.05757 -1.87068
4860 -2.30495 -2.11604 0.905799
4919 1.78264 -0.229053 -4.40236
4921 1.7484 0.27812 -1.06828
4923 -0.594792 2.3271 0.342914
